XG20,XG21,XG22,XG44,XG43,XG23,XG24,XG25,XG46,XG45
22.92229612,22.10730856,23.13705273,25.52247689,23.71963657,23.54145718,22.72591259,22.17372181,23.73767203,24.56498629
22.63488382,20.68544968,18.90632831,22.9678448,22.5375893,20.16614913,22.19365499,19.92071303,20.21242202,23.41333481
27.91653518,27.8440344,27.60913657,29.0362724,26.87213076,27.74456636,27.41588835,27.59894084,27.64902818,27.9579076
29.69918788,29.74446926,28.80312907,29.50429832,28.12430136,29.28651899,29.64933085,29.55016621,29.3958671,29.21945127
14.2424778,16.06894618,16.72374093,18.95307388,14.2424778,15.4105176,14.2424778,16.19932727,14.2424778,14.2424778
16.11535153,18.85078278,19.48200471,21.15492841,16.46163244,16.54633117,14.06371862,18.93159878,15.29943289,14.06371862
14.96682683,14.72532122,16.16786892,18.50725302,16.73400697,14.72532122,14.72532122,14.72532122,16.197346,14.72532122
20.33996863,20.60876366,19.93722608,22.34555062,19.43330985,20.61193085,20.30115426,19.75707224,19.97773873,20.31675274
18.74739409,17.23689433,18.03268661,19.35214367,18.41119287,18.1073092,17.62582587,18.08064677,18.78835661,17.54848387
24.59029259,24.66247965,24.8065625,24.96844998,23.96271362,24.84798072,24.9803821,24.91282439,24.66071006,25.35230642
21.9111074,22.36866138,22.37072106,22.9832197,21.52332158,22.71560229,22.21094195,22.72883104,22.26391718,22.2291895
19.05576153,19.08093883,19.09752632,17.94714285,17.28908975,19.64198039,19.78907001,18.75802686,19.6714658,18.92707064
23.52277702,23.39364642,23.03918631,23.15625887,21.58785876,24.21213269,23.92014074,23.0548613,24.33261108,23.93879789
17.31751764,16.37000728,17.28679632,17.55470945,15.33926122,18.36509439,17.88948317,17.15808974,18.60001304,18.83882547
22.54847811,22.65602731,22.7187629,22.54493874,21.25497438,23.33893587,23.11050466,21.61885573,22.71889582,23.27767292
29.1325275,29.29987387,29.2284952,28.9119587,27.64294475,30.07323759,29.7753588,28.64780698,29.8460378,29.9205126
17.15722664,16.9538286,16.29395331,16.80890331,15.46051664,16.27872395,16.74048529,17.11414678,17.21646539,17.34532782
26.96754475,26.6349186,26.82012198,26.76806052,25.44009648,27.18183742,26.58569702,26.90543337,27.28694729,26.44208508
14.14024642,14.14024642,14.14024642,16.2377239,14.14024642,14.14024642,14.94607821,14.90392982,15.41372708,14.14024642
15.77153178,18.00192406,14.44598969,14.44598969,14.44598969,14.44598969,16.87725801,18.44040525,14.44598969,14.44598969
19.41785947,20.16463476,18.403005,20.06338652,18.26059397,20.7096111,20.0217186,19.67611494,17.26088552,22.72900059
21.96335041,21.35931431,21.87647507,23.41556603,21.93538854,21.38007788,21.27100829,21.45163724,22.06897782,22.87382792
22.81809579,19.69786848,21.42380274,22.97901831,21.91088067,21.53652612,20.52640026,19.64436176,22.45595062,22.81944112
20.37923953,21.95172937,20.68869351,23.36783517,20.23146144,24.89189354,21.86169171,22.92252488,20.02487791,23.98057918
23.20626648,22.64474131,22.16670082,21.35433104,21.323496,20.42353656,22.4433192,22.58316198,21.57509336,21.53384704
23.33482429,21.98971247,20.9333329,16.30155732,16.30155732,24.31692464,22.58496021,21.97505569,18.8212622,22.71697945
22.15426944,19.39803046,21.86199122,20.90763337,16.0018983,21.13336394,20.63292145,20.23768131,21.05736926,20.56169093
13.80242929,19.84594155,13.80242929,17.40957649,13.80242929,13.80242929,18.39814192,20.05425802,13.80242929,17.7750712
23.17373752,17.75454655,18.27591263,19.32876298,15.93354758,21.91671192,22.90905485,18.34411897,18.49483496,18.599496
21.99151181,21.88699772,21.62263479,22.15198443,20.80765001,21.26046677,22.29818132,22.03545323,21.87940217,21.61058231
22.42954709,23.18638586,18.2908443,22.23674152,21.97689157,21.95025864,21.4893123,23.22714306,19.26611525,25.38586569
23.54868917,21.38367107,19.85053739,25.11968713,25.10615699,20.30078963,19.86265694,22.35589693,22.24759857,24.56956894
19.16774705,14.38683963,16.90777656,16.26418586,14.38683963,17.74241964,15.60508282,14.38683963,17.09278311,15.22362938
19.59488142,20.41911126,20.49553448,20.01812868,18.76955428,20.9580682,18.95026639,20.84336895,20.98305361,20.25418899
16.0756812,18.37103267,14.88094522,20.60696936,14.88094522,18.80608041,17.16758046,14.88094522,14.88094522,21.94213297
17.13177801,15.11986457,15.65328617,14.96812465,14.91633636,17.13541605,16.49739359,14.91633636,15.30004709,14.91633636
17.67244779,16.18278244,14.5548023,18.59609942,17.16102021,14.5548023,18.08927088,15.82795901,15.04592094,18.34338147
21.59169867,18.96186306,18.96186306,23.64479235,18.96186306,21.70421332,18.96186306,21.58120093,18.96186306,18.96186306
15.97068722,15.55681287,15.55681287,15.55681287,15.55681287,15.55681287,15.55681287,15.55681287,15.55681287,15.55681287
21.05319939,21.20616913,20.52999166,21.4926334,20.10538024,21.51302792,21.32009029,21.04753051,20.34834171,22.50425212
16.53528321,16.53528321,17.37703295,21.28789285,16.53528321,16.53528321,16.53528321,18.04581514,18.1372651,17.99728227
22.40537041,22.43589518,22.5160733,23.34676313,22.21044662,22.88921707,20.24286968,21.80465098,21.28930115,21.46701902
19.19712533,20.45466113,19.9451432,21.88459722,19.77812958,20.41284891,19.21641417,19.8203236,19.66239957,20.15322606
18.80744474,19.50283472,18.29119754,20.86749085,18.5735292,19.37956332,18.84531594,18.72760807,18.76027955,19.55850071
19.89997825,20.02623772,18.68105982,20.81878226,20.76184702,19.78488371,18.87578066,20.65549709,19.13375165,19.25730525
17.33349879,18.56377663,17.34289556,20.70794506,16.68466206,17.03744507,16.06796522,19.79740288,15.09477745,14.11107643
16.28438485,16.39318932,15.24439389,17.96082125,15.24439389,16.65146836,15.89251994,15.94215383,16.09476666,15.24439389
21.00352083,22.0075348,19.28643241,23.27473175,20.0513062,22.34131223,22.50274842,20.61675982,19.72839554,24.27888655
25.18714861,24.52697221,24.58838719,25.01348608,24.22170143,25.05551348,25.32394713,25.30386852,24.57980045,24.40601629
24.03222654,23.1250243,21.9996941,24.93904406,25.23797271,24.2667285,24.69452984,24.21452057,24.68983134,24.02070125
24.51293657,24.00694991,23.42586436,23.53949596,21.59110615,24.2011691,24.58615316,23.56199373,23.28493379,24.50706377
16.28274429,16.18613843,16.00175917,18.62121539,15.03549702,17.14255474,17.07181127,16.14905274,16.73171377,14.94106857
19.72750213,20.51073061,19.72033748,20.65409438,17.47548953,18.49595625,19.70855233,21.62495137,20.34795584,19.91565002
16.74105443,16.05952304,15.91867484,18.63246355,16.4386019,17.70535596,17.41130913,15.83372157,15.88976843,17.45881185
18.96897074,18.20574419,17.71479712,19.83339972,17.57214519,18.53827929,18.46103148,18.39941406,18.78176241,18.15477207
21.35423122,19.35120845,18.53781132,21.50325666,18.66104934,19.67202289,21.37862481,19.39309726,21.38145476,21.53662453
20.49898405,19.61716532,19.73817567,20.93078299,19.59335499,19.84630433,20.4434348,19.55353672,20.89766573,20.13382783
20.66455481,21.26386905,20.77408074,21.61699129,20.23292033,20.23228214,21.607982,21.33217166,21.65891031,21.94211516
17.92128599,18.94171579,16.10452773,16.10452773,16.10452773,16.10452773,17.98516869,16.8705887,16.10452773,16.10452773
18.66233556,17.7677155,17.98434248,18.26456444,17.03556179,17.5431927,18.50597288,19.18307136,18.66285414,18.65357789
24.98369515,22.88943229,22.72785784,24.70082099,23.50415209,22.59181519,24.47766514,23.25714898,22.89679811,24.78103998
21.90654861,21.19192279,20.52332301,22.72482919,22.00218442,22.13161977,21.51275493,20.96210585,22.76915412,21.45221271
20.34159402,20.78986832,18.36053461,20.86088294,20.91863562,19.8676426,19.73864214,21.37860166,20.94894749,20.40344144
17.80474058,16.19876021,17.53209108,16.19876021,16.19876021,17.85111155,17.85523225,16.19876021,18.60358107,18.34346226
16.76735332,16.9243882,16.632311,17.58280847,16.28650108,17.80101845,17.0277481,16.63853369,16.52053116,16.72359533
20.18548041,20.01847646,18.58021394,21.40067752,20.12560896,19.51063537,19.91176574,19.52460161,19.29146948,20.79834206
22.26947472,21.10634936,21.10843608,23.98694212,22.12772061,22.09327828,21.71437319,21.70526082,22.53109311,22.16283999
18.00232059,20.2583705,13.78761864,25.82534673,13.78761864,19.93599086,19.59437564,13.78761864,17.83119589,16.72411411
25.2933003,19.88025519,17.76747486,25.94482196,24.71985294,15.94398286,25.20933154,18.90010082,18.90701396,25.92830267
22.78001144,21.05680241,20.21620855,21.40328241,21.47086339,22.88612635,22.57481431,21.26667947,23.32441076,22.62656852
21.08009242,20.35710831,20.79056904,20.62821423,19.601907,21.22737401,20.65736719,20.84100164,20.2741519,20.66872888
17.68794096,16.86676229,15.73359041,16.19091714,15.73359041,19.32387871,16.36667279,18.88487581,15.73359041,16.21120552
25.57459872,24.83445089,25.48054592,25.05938803,24.09565601,25.45022921,25.61188955,25.75100909,24.18913292,25.2906874
22.37903893,22.48873809,15.21369103,20.63761811,21.18375697,20.3901124,19.25848466,16.73526781,16.50451813,19.17041274
18.52491099,17.52328676,14.36448256,21.09408075,20.40310515,16.57426286,14.36448256,14.36448256,16.20455189,17.42367107
18.953259,14.18541326,14.18541326,14.18541326,14.18541326,16.51086145,15.35082712,14.18541326,14.18541326,14.18541326
24.72413816,24.38953051,24.72881527,24.5248762,23.76860656,25.12808308,24.97680865,25.16704689,24.08618758,24.71611181
21.31552026,19.60205736,18.63590418,22.63409292,20.85815804,21.38591768,21.04252424,21.24895253,20.80153668,21.25974441
21.06908209,20.62660984,20.97698052,20.58534207,19.76444441,21.07313951,20.70434895,20.92659108,20.1106297,20.61243119
18.49702598,17.71576985,18.57023014,22.30436581,19.294706,18.71234332,19.16946264,19.10930557,19.09520625,19.61478824
22.77031546,22.62869127,22.69632596,26.58546437,24.29201277,22.40505483,23.09468162,23.69444992,23.34810015,23.92259865
29.48131203,28.4467379,28.6770558,29.73997524,28.51362111,29.24753425,29.41724231,28.86526895,29.26907502,29.92673485
19.55179262,19.30986752,19.12023424,20.03233215,19.07294037,19.31357048,18.55207674,20.03110196,18.52608619,18.78262905
22.80028012,22.91411063,22.87729209,23.30499754,21.84586988,22.07724244,23.12112686,22.72203859,23.76281034,23.58383431
18.19860091,15.46862031,15.46862031,17.64054846,15.46862031,16.83330773,17.52325924,15.46862031,17.53336776,18.18229129
25.16016241,25.41703481,25.03915066,25.94990381,25.37679363,25.32499836,25.00681845,26.60437157,25.11636633,25.33232862
18.42563198,20.52428392,19.72211095,21.79897908,20.72500505,19.31953073,19.81483307,21.01033499,18.42563198,19.56125228
26.99376378,26.20868,27.02952938,26.67265863,25.48430295,26.74480325,26.77023429,27.13052437,25.95258432,26.743747
20.17467109,17.28592044,16.41519683,16.59733118,15.45980318,17.46544086,21.79504352,18.03172795,16.72561287,20.02111333
18.14566213,17.04536573,18.51857272,18.15090331,16.98307676,18.88503171,18.18864317,17.97941168,17.63872171,17.45990771
18.30381683,18.73984683,19.10080556,18.94455658,17.98082407,19.57065912,18.08782165,18.56916189,18.30130891,18.39592788
26.71019959,26.60982576,27.12772234,27.13942879,25.98939874,26.23500639,27.38603968,26.93392617,26.81002692,27.48421652
30.03588275,30.19029145,29.65440877,30.64420716,29.91384018,30.39214864,28.55105976,29.89009001,28.11060007,28.76781105
26.2487072,26.43368107,25.84669504,27.11081701,26.16927071,27.33250605,24.64531892,25.98766545,24.70686042,25.80561252
19.87950762,19.69696593,20.22920491,20.15027582,19.7823,21.37209042,20.06991435,18.72227035,20.11809401,19.49591137
20.1878258,19.83714379,20.52115626,20.48786113,19.99787815,21.98163609,20.48224703,19.14956867,20.5479932,19.61813509
22.52546107,21.63216342,22.04744231,22.12151565,21.42504901,21.92480127,21.94014716,21.71244902,21.62512957,22.27971656
19.57476293,19.86945924,19.02846374,19.32713307,18.62770186,21.19109416,20.22390036,19.36634716,18.99875474,19.19686803
20.05323552,19.87432327,19.66197474,20.91315174,20.4712613,21.86308693,19.53405776,17.62235238,19.47284141,20.19142931
21.56252706,21.47273496,21.07649416,22.50297623,21.78057781,23.47433636,21.0433364,19.45032652,21.34573577,21.81764447
20.03188912,14.29803515,15.84432984,19.22811334,14.29803515,16.66183517,16.53366955,14.29803515,15.95781711,14.29803515
28.03504456,27.54501724,27.61249542,27.83980438,26.48916222,27.94193854,28.14605276,28.09391703,27.45622969,27.80662042
22.75729539,22.73512452,22.54807695,25.22855039,22.668419,22.92286292,22.8745502,23.2590342,22.63751541,23.49839115
22.21545005,22.71509615,22.34773706,25.00135115,22.38694498,22.6711941,22.76049794,22.87708629,22.61856407,23.25961254
18.18439701,17.77289203,17.10231727,19.93965247,18.72725293,15.97923206,18.95389545,15.97923206,20.71095564,18.89611156
19.9910578,17.14740587,18.07079427,20.24400838,19.76783711,24.06078481,20.74217804,17.30949897,18.8474684,18.73165029
22.25322022,23.35739172,23.98285748,23.82959732,24.08035612,22.28431679,23.44920634,22.00765079,23.93460567,23.67914567
21.78338546,22.73882889,23.72759956,23.83090567,23.96827946,22.0640194,22.0670202,21.72646806,23.30326361,22.97288927
24.59329754,24.46441637,24.09489758,24.78536137,24.17401285,24.53810176,23.69065759,23.79510874,23.48976505,24.01257765
21.40152954,20.83540801,20.17402367,21.14469931,19.71320284,19.03522633,20.59007839,20.47656736,19.03522633,19.72375582
20.13839978,19.24881199,20.80645296,19.21695762,19.75534686,19.45562773,19.15258333,19.38853054,20.21518577,19.53834383
27.15127286,26.9470367,26.92118219,27.34573875,26.67061195,26.97849017,27.48768084,27.74187501,26.91285143,27.80045719
20.07680777,20.14746254,20.20583232,21.29744024,19.80092951,20.44679128,19.83501693,20.6854392,19.92795144,19.54047064
25.6361316,25.30433976,25.98752555,25.29734676,24.63526599,25.25558475,25.48869102,25.29650317,25.55947769,24.76555057
17.78363564,19.68164538,16.648058,18.3981491,16.648058,18.87253662,19.83359496,19.08025429,18.41830894,19.19133744
19.68077672,18.06307097,20.80270992,18.06307097,18.06307097,20.2349852,20.28528551,18.06307097,18.06307097,18.06307097
18.30317218,18.15973617,18.34032852,20.78329203,18.43972514,18.59246274,18.53287025,18.09662219,18.2436922,19.17092353
15.82919266,17.39691216,15.82919266,15.82919266,15.82919266,17.36822535,16.37708659,17.04357955,15.82919266,15.82919266
23.17578891,22.64867455,23.08901188,24.25205209,24.23681785,23.2657149,23.23085353,22.81573069,23.81263436,23.72655922
26.20753019,26.34567473,25.7020139,26.50151979,25.98378385,26.29309917,25.26340518,26.37606642,25.28126051,25.5195344
22.72416794,23.85620884,23.13897951,25.07825132,22.91137242,22.05209868,21.39209334,24.85260409,22.60733844,22.04251906
21.08176249,22.34383497,20.98323771,22.95184051,21.70917776,19.37143568,20.78798334,22.43215535,20.09319864,20.13547899
18.29462594,19.09817782,18.58034576,19.68706551,17.98058545,18.09981089,19.77392173,19.93514967,18.2495695,19.9268036
19.53057458,19.89768771,19.83787764,20.84336416,19.86744051,18.95976409,19.51436673,20.29979577,19.24464808,19.76642376
19.19083006,19.09362824,19.52132786,21.17077014,17.23582113,17.23582113,19.4092727,20.35930064,20.14970464,20.22388696
24.50206514,24.20838858,23.88949979,24.10495957,23.23421093,24.67093627,24.14831148,26.78980962,24.01388285,24.08500054
25.459684,24.86845607,24.80483647,27.20899889,26.10414105,25.10128933,25.17243254,25.16665715,26.95429075,26.16000834
20.16567912,18.15767707,18.00277228,20.28578487,18.65707765,19.12591822,18.14205142,18.35678817,18.64483811,18.39790634
21.52295142,20.83625314,19.00883772,22.9080684,18.85285988,21.11908202,20.88863076,21.73216183,22.15219446,21.38464293
22.66311374,21.9449674,21.93999746,24.33313692,22.88542827,22.28477794,22.19343587,22.51627208,23.61104653,22.77976383
19.42691312,18.06998644,21.19438911,22.38546103,20.90757075,19.35466276,19.91863808,21.38239302,20.1944318,18.71851877
20.45624561,20.60461487,19.68729686,21.60023768,20.47471388,19.84340393,20.27691384,20.50756856,20.51217743,20.62401396
16.55301436,14.90876056,16.90264625,18.49610076,17.76685076,14.90876056,17.16207134,16.7550368,16.27942185,14.90876056
17.64794298,17.22038453,17.1270861,20.42880358,17.94002301,17.00281399,17.41163447,18.28831075,17.958261,18.03283288
13.65149682,13.65149682,13.65149682,17.36283248,14.45468046,14.55649155,15.37500257,14.79196659,14.73698269,14.427458
16.67452063,18.33016767,16.88568632,21.35601989,18.58338766,19.62200835,18.5328038,19.09252634,19.39739223,18.56728744
15.0690475,15.42271489,15.0690475,19.01370909,15.0690475,18.44389269,16.17748235,18.0093723,16.53675885,15.40899606
16.49339727,14.59186928,14.59186928,16.0855018,14.59186928,17.44075526,17.21029649,14.59186928,15.95216189,16.69922496
24.1878711,23.20615184,23.949404,23.91548353,22.91584319,23.72714405,24.86034838,23.15806878,24.07170408,23.78057491
20.21131501,20.21131501,20.21131501,24.96594718,22.38475635,23.73938539,23.33856448,24.20524692,23.50665806,22.91221049
19.19646886,18.69955286,18.64849023,19.13568487,18.41525771,18.8509671,19.11208979,19.18241542,18.82523414,19.00798913
16.08171032,15.20926906,15.29226166,17.84214774,15.78158604,15.21911976,15.51977888,16.29529629,16.19983781,16.02199793
19.36091003,19.32330536,19.89023709,20.47681541,18.45492979,20.23643586,20.01771575,19.6418672,19.43929561,20.09555445
21.0240815,20.89657881,20.51468613,21.79920295,19.58983822,20.66930692,21.13587646,21.20644312,21.12383597,20.782273
23.93316403,24.81322467,24.34077048,26.5296175,24.0074756,25.79296679,24.38820022,26.69332743,24.58083625,24.06063987
15.80805546,14.76721054,14.20270346,17.35823601,14.20270346,14.68128893,15.04461257,15.98853873,16.42405836,14.20270346
16.22782744,15.9928991,14.7508098,19.35681704,17.55894556,16.62314304,16.53085994,14.7508098,17.65929357,17.21976883
15.65272366,14.31986917,14.31986917,18.03647901,14.31986917,14.31986917,14.31986917,15.40508717,16.40536184,15.83445919
16.76783004,16.30869857,15.74828705,18.61889425,14.21129628,16.73281147,17.60643311,17.81320862,14.21129628,19.59560716
23.18808714,21.99124745,22.28341566,23.87511957,22.09930864,22.18077359,22.47214667,22.85966634,23.00637008,22.37158311
21.40286972,20.27010566,19.64239032,20.60187958,19.00097395,21.22753692,21.59336479,20.04512589,20.92870631,20.55494688
20.51302575,20.72948373,19.77673582,21.11371864,18.87098737,20.68796861,20.50338006,20.69385859,19.61827067,21.01375781
18.89886797,18.9256611,18.92827357,21.78359188,18.28174471,19.19253288,19.06211121,19.13115596,18.74168844,18.96163948
19.89420384,19.35202429,19.63963703,20.73738435,18.94493774,19.64266718,19.43443251,20.35071532,20.0913437,20.49474428
21.38799691,18.54918337,20.54131573,22.18173917,20.88616515,21.25243503,19.34175823,18.53554154,20.61735379,21.17981617
16.21340967,14.45165811,14.45165811,15.43268105,14.45165811,14.45165811,15.18849301,14.45165811,14.45165811,14.45165811
16.18677575,18.20919185,18.79955209,19.34353356,17.46088755,16.18677575,17.83367129,18.80426251,18.33098948,16.18677575
18.69795585,17.51347582,16.7912893,20.86151453,16.39486314,17.9838676,17.58347053,18.29677229,16.58305912,17.54072461
19.67414377,18.94399154,17.94456927,19.37911576,17.71934662,18.59169217,18.74302398,18.75273558,18.95487902,18.10485626
22.0362729,22.39409054,21.21184776,23.30207381,20.92791564,22.04780206,21.76958425,22.59554513,22.16625627,21.27756367
17.58884511,15.85217668,16.86533145,18.49274499,15.27361194,16.55911798,17.19595817,17.17069146,17.65810108,16.31277842
18.65899657,17.79993057,18.05958872,18.24174376,17.28933337,18.33358137,18.03309679,18.25282811,17.59896003,18.14763318
22.26719617,21.79768854,22.64825246,24.36644602,22.16034017,22.06151491,22.4342598,22.79603832,23.81997371,22.83780759
19.40327109,18.54101447,18.93765453,19.19343482,17.70266108,19.18478441,18.62965466,19.01707345,18.38335612,18.70380116
18.73047957,15.59780956,15.59780956,16.61142043,15.74480777,15.59780956,17.40778718,18.37116139,16.48731529,18.7016285
17.81442581,15.09505909,15.09505909,15.80717684,16.33438337,15.09505909,16.27682953,17.23954536,16.7764255,15.47112272
19.54754119,19.10650671,19.35557411,21.24853696,20.20671213,18.87007701,18.90723553,20.11391382,20.0649044,19.66071093
19.5008685,19.30847416,19.11748521,20.68594441,18.57496279,19.46681769,19.03931568,19.27278183,19.61232544,19.35149208
21.17618137,20.85391458,20.22090095,20.61435399,19.35945521,21.27085207,20.98988247,21.16075362,20.85871704,21.14364728
19.40961908,18.54081777,18.45395808,19.42194449,18.81839396,19.34959858,19.11477605,19.79290535,18.88397324,19.90345888
23.0817984,22.20923366,22.15028295,23.84424832,22.23317509,22.0221065,22.25650054,22.94283492,23.0246884,22.46148407
20.45999774,19.16864855,18.32290133,20.84527095,17.9537795,19.41076963,19.35812412,19.65800364,19.62849605,19.4458724
15.5713527,14.49253328,14.49253328,14.49253328,14.49253328,15.31635225,14.49253328,14.63094341,14.94504843,14.49253328
21.028544,20.20285335,20.06293054,21.52891166,20.11485609,20.18955117,20.38328188,20.75647692,21.03835456,20.56512358
17.6135921,16.38929523,16.58053266,18.70927275,15.82515115,17.42464417,17.0277761,17.04855855,17.47785509,17.79193063
17.78351425,16.57712003,17.29328725,19.02320291,16.65053389,17.76129252,17.46344929,16.878503,18.22591538,18.30829361
19.70009169,18.69656295,18.75522328,19.4602259,17.90234291,19.11882165,18.90705652,19.15989058,18.66023838,18.8808494
19.62620577,18.75776823,18.94996177,19.62953917,17.52055574,19.32644595,18.76873406,19.31944762,18.95170999,19.38973045
21.92626812,21.03953273,22.07767437,22.88636975,21.21246863,22.54787968,21.95847368,21.03557908,22.80508021,21.59487721
18.96333568,17.91661809,18.16183062,18.8761109,16.49072053,18.86923593,18.68249016,17.91205038,18.43580466,18.80242367
16.89808274,14.6675407,16.3353222,16.35970761,14.6675407,16.73381939,16.17646476,16.51159632,16.14573535,16.12597811
14.24978098,14.24978098,14.24978098,14.24978098,14.24978098,14.24978098,14.24978098,14.24978098,14.24978098,14.24978098
18.43430524,18.31334905,18.04392475,20.06470659,18.53042646,22.27108568,18.53573967,18.54309875,17.93354281,18.37461567
20.30766527,19.72502097,19.83090248,20.92587385,19.32796867,20.59821883,20.45112846,20.35604354,20.63643478,21.57061014
19.73110302,18.00391263,17.55546902,20.22011274,17.60457913,18.7628226,19.3052918,19.82531742,19.02797735,20.157904
22.28024376,22.54085831,22.5927904,23.0473531,21.89083963,22.50054432,22.11344666,22.47105547,22.16803991,22.49669326
20.47179712,19.24256023,20.581283,21.62440571,20.39518933,19.88738984,19.89115318,20.6442449,19.35305675,20.84522998
16.61414659,16.06070451,16.22622078,18.96461135,16.87892764,16.48561241,16.72928062,16.68224024,17.20175048,16.0256161
16.77309442,16.36835699,15.87262313,17.37949907,15.87262313,17.87048287,15.87262313,15.87262313,15.87262313,16.58022636
18.86139431,18.1304001,17.72235937,18.67172861,15.75419614,18.93498911,17.68072254,19.15248168,15.75419614,17.73619546
16.39877122,15.8776394,16.47476141,18.16790811,15.8776394,16.38291949,15.8776394,15.8776394,15.8776394,15.8776394
19.10569451,17.91906744,17.38650142,18.67138395,17.25391311,23.41334721,22.47599831,18.60158877,20.11567729,23.52847343
21.41665104,21.27262509,18.65915374,21.17829404,20.51576576,25.22061922,25.10678384,21.46895336,22.82038545,26.90624361
18.00933095,17.44509115,16.78785724,18.02288284,16.08724803,17.92231826,16.42592478,18.13751434,16.08724803,17.26241949
17.11239321,16.66119475,17.56556768,19.29780488,17.7256525,16.59501236,15.72140547,17.25444089,15.72140547,16.49374406
21.47256727,21.30373254,20.74900437,21.28580533,20.93033571,21.35131306,20.91588877,20.78727458,20.38846853,21.08100728
17.63570207,17.40354962,17.05442016,17.07409817,17.02537177,17.24323283,15.92674281,16.80319294,15.92674281,15.92674281
19.7147421,18.62861986,18.4607146,19.58451115,18.1185275,19.27074359,18.56784272,19.4958671,18.05120097,18.72426861
22.02839966,22.46086918,22.40310463,23.89347532,22.48953122,23.04957572,22.6028154,22.40392662,22.74848586,22.83833384
16.6441255,15.59784604,16.45660847,17.81501217,16.5038791,15.59784604,15.59784604,16.3245389,15.59784604,15.59784604
19.47567827,18.51313289,17.26131662,18.87098022,16.21782505,19.44660755,18.30933451,18.97273864,16.73478816,17.93797585
20.51348136,20.99316118,21.28092748,22.85679043,21.03471569,21.5151885,21.16287286,21.1749103,21.8752498,20.68543139
15.82913497,15.17765023,15.17765023,16.01876763,15.17765023,15.7267519,15.17765023,15.17765023,15.17765023,15.17765023
13.68691414,13.68691414,13.68691414,17.01594975,13.68691414,18.0614419,13.68691414,14.5086354,13.68691414,16.10483211
21.1497865,21.60891804,20.57481027,22.10367936,20.3672697,23.33778426,22.37469287,20.52254969,21.5703191,24.24822004
19.88271636,20.84474618,20.07585205,22.28966518,20.43696031,20.92020736,19.64043648,20.55282069,20.0835277,20.23992085
22.57951413,23.69574283,22.16891033,24.22471301,22.59454171,24.37260579,23.41857364,22.29904518,23.0631062,24.01434064
21.25418798,21.56883752,21.10627602,22.79409038,21.87457984,21.52077968,21.06810434,22.18782656,20.65120578,20.30575952
30.43780832,30.76340721,29.80581677,31.35976417,30.58862017,30.37126204,28.36181102,30.56310129,28.4541464,29.17800402
18.09151965,17.64663177,18.0681903,19.06037006,18.60902032,16.99541428,17.26566426,17.87480945,15.94014895,17.23289458
22.94813094,22.3143426,22.52711305,23.27553986,22.18541447,22.17738927,22.56478237,22.72846519,22.48836778,23.14706655
18.19805305,18.36655888,16.86517841,17.75984167,16.8464547,19.55000529,18.56556628,18.31746064,17.46123987,18.06986405
20.49979943,20.57889943,20.09295469,21.59802455,20.98263008,22.2014391,19.86205661,18.76069498,20.27754594,21.17359129
28.32164299,27.79944418,27.37692409,28.46077346,26.75240566,28.11458782,28.42393133,28.27344035,27.92719002,28.63937372
19.11836179,18.25655352,18.52634593,19.54798967,17.13604519,18.02537227,19.38981144,18.71012064,19.50408685,20.08897226
19.28280819,17.99683178,17.99683178,20.29673309,17.99683178,17.99683178,18.27242604,19.1461227,19.12834115,18.69353811
20.18506793,19.41719723,18.91419596,20.99469931,18.86486813,19.36037693,19.77957008,19.6328376,19.85773664,19.5049048
21.10366592,21.33876603,21.118255,20.77347871,19.90338376,21.2141218,21.60497495,21.34549188,21.29763461,21.89678166
21.74431434,21.56988029,21.39718343,22.0427024,21.89149226,22.33248598,22.74648203,21.51337569,21.86665043,21.84446758
30.74449687,30.79604842,30.50112115,31.06023431,30.62718685,30.70704753,29.97956693,30.31189601,29.87434269,30.23035649
26.33854435,26.84976253,25.81617684,27.40263595,26.03974824,26.10887217,24.25312339,27.18455683,25.28740563,24.87002187
19.96916305,19.79177199,19.66641928,20.8694615,19.71152257,18.47621036,19.4699632,20.06914308,19.68706636,19.8802195
24.03134717,24.52146841,24.4103411,24.79647922,23.111321,23.72194475,25.29963928,24.81386103,24.44476468,25.38562243
19.58365518,18.75928498,18.97068906,19.27096368,19.5456224,18.6996739,19.17274551,18.87194142,18.74765623,18.81664601
28.58705161,28.75321328,28.74930836,29.11216537,27.99965238,28.38306193,29.29617644,28.99220165,28.97688773,29.22184256
22.27963566,21.76822522,22.18027235,22.89328848,21.72176706,21.50235607,22.17312827,22.35112404,22.35535526,22.68838884
19.63045,19.97240245,19.63728333,19.10189811,18.75172731,20.99371351,20.30509164,19.58625351,18.94836465,19.10808874
18.63917983,18.64315411,18.54873891,19.02535115,16.72580537,16.72580537,19.679297,18.71510642,18.94343298,19.10537864
21.83294833,21.36086624,21.44824413,23.36986115,20.95109427,21.8885112,21.39221783,22.43607291,21.31916589,22.57652044
16.9947498,18.80869841,17.57669527,19.27866823,16.9947498,16.9947498,16.9947498,16.9947498,16.9947498,19.20545993
15.66702717,17.49725591,14.51779972,17.26958272,14.51779972,14.51779972,16.33322648,14.55651588,14.51779972,14.51779972
26.48254641,25.98135336,21.86135001,26.82563497,20.3391859,22.57800672,26.12052472,24.55040627,21.30764512,19.39426524
24.14005914,24.41778055,23.51662689,24.40606639,23.8454264,24.03524496,23.52859015,23.67880525,23.61020561,23.88003047
